control_id,iteration,cosine_tfidf,rouge_l_f1,bleu,structural_similarity,bertscore_f1,precision,recall,f1,true_positives,gt_count,ai_claims,matched_ai_claims
153,6,0.24904329475722278,0.14159292035398233,0.006780408646805746,0.5667942762374878,0.1510346531867981,0.0,0.0,0.0,0,3,3,0
153,7,0.26125908396259273,0.1164021164021164,0.004318151450104216,0.5129778981208801,0.02574833296239376,0.0,0.0,0.0,0,3,5,0
153,8,0.28042504664450074,0.15714285714285714,0.005756778288737852,0.5241385698318481,0.12898464500904083,0.0,0.0,0.0,0,3,4,0
153,9,0.31624449873910826,0.14925373134328357,0.006252874427860247,0.5072726011276245,0.08255267143249512,0.0,0.0,0.0,0,3,4,0
153,10,0.29124352854824315,0.09491525423728814,0.002775447108855389,0.5022532939910889,-0.061549775302410126,0.0,0.0,0.0,0,3,9,0
154,1,0.3277913472566267,0.18627450980392157,0.00991255278810705,0.5343669056892395,0.019191879779100418,0.0,0.0,0.0,0,4,5,0
154,2,0.3093631687159038,0.1988950276243094,0.011085845649217106,0.5923416614532471,0.1049841046333313,0.0,0.0,0.0,0,4,3,0
154,3,0.2688287520456204,0.23204419889502761,0.005664796822402722,0.5827202200889587,-0.01879563368856907,0.0,0.0,0.0,0,4,5,0
154,4,0.2878004851421844,0.1693121693121693,0.009965323553263919,0.5013953447341919,0.005734643898904324,0.0,0.0,0.0,0,4,5,0
154,5,0.20677907864246664,0.19626168224299065,0.008265812280848685,0.5278516411781311,-0.008808919228613377,0.0,0.0,0.0,0,4,5,0
154,6,0.21643238618698954,0.16753926701570682,0.005563434090664639,0.5023210048675537,-0.02664642408490181,0.0,0.0,0.0,0,4,5,0
154,7,0.1765621575399512,0.15555555555555553,0.005561941675285251,0.5240234136581421,-0.029151754453778267,0.0,0.0,0.0,0,4,5,0
154,8,0.309213778592301,0.20192307692307693,0.009087119990676379,0.513654351234436,0.02006242424249649,0.0,0.0,0.0,0,4,5,0
154,9,0.20981758446017545,0.16551724137931037,0.007430972496155372,0.5186663866043091,0.03582192584872246,0.0,0.0,0.0,0,4,3,0
154,10,0.2941637648522682,0.15873015873015872,0.017554611857785313,0.5132923722267151,0.009936918504536152,0.0,0.0,0.0,0,4,6,0
